"experience_years","salary_expectation_.","projects_count","skill_c..","skill_cybersecurity","skill_deep_learning","skill_ethical_hacking","skill_java","skill_linux","skill_machine_learning","skill_networking","skill_nlp","skill_python","skill_pytorch","skill_react","skill_sql","skill_tensorflow","education_bsc","education_btech","education_mtech","education_mba","education_phd","job_role_ai_researcher","job_role_cybersecurity_analyst","job_role_data_scientist","job_role_software_engineer","certification_aws_certified","certification_deep_learning_specialization","certification_google_ml","recruiter_decision"
-0.29208193058292,0.477966847228123,-0.688069378650357,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"1"
1.30774085038769,0.232483363872365,0.248382789311891,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"1"
1.30774085038769,-0.459583672404188,0.872684234620057,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,"1"
1.30774085038769,0.676841199877401,0.560533511965974,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,"1"
-1.38415021380934,0.0602491720689832,-0.00951078470407168,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"0"
1.30774085038769,-1.23714442315077,-0.375918655996274,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"1"
-1.24744444869383,-0.836054682018524,-1.60683956444628,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,"0"
0.987776294193566,1.01650305782547,0.560533511965974,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,"1"
-1.25197559916528,-1.09983025332009,-0.375918655996274,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
-1.26673737336295,1.68838677428543,-0.404721211743498,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"0"
-1.0045077142745,0.464533228813419,-0.275946637819906,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"0"
-0.932011042971162,0.156721705720259,-0.375918655996274,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,"0"
-1.3748538697877,-0.71503959814179,-0.568191910253517,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
0.027882625611202,0.417174226372199,-0.688069378650357,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"1"
-0.29208193058292,-1.62900152484879,1.49698567992822,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"1"
1.30774085038769,1.412811593355,1.49698567992822,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,"1"
-1.46430549093372,-0.500312195957626,-1.10235857333459,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"0"
0.347847181805324,-1.27602900691432,-0.0637679333421913,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"1"
0.027882625611202,0.435896433369465,-0.688069378650357,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"1"
-1.57194015535941,-1.63895178870748,1.18483495727414,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"1"
0.347847181805324,-0.749276003518058,-1.6245215466126,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"1"
0.987776294193566,-0.122278455896338,-1.00022010130444,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"1"
-1.56724365846178,-0.412717375186736,-0.380500460049742,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
0.347847181805324,1.48573655347722,1.18483495727414,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"1"
-0.29208193058292,-0.255254131235893,-0.688069378650357,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,"1"
-0.932011042971162,0.240482845811926,-0.537505683452233,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,"0"
-1.37895863671472,-0.127068286572618,-0.440305392492976,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"0"
1.62770540658181,0.432536037241751,-0.0637679333421913,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,"1"
0.987776294193566,-0.162952341494128,-0.688069378650357,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"1"
0.347847181805324,-0.667448175732806,1.49698567992822,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,"1"
0.027882625611202,-0.403853466493912,0.872684234620057,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"1"
1.30774085038769,1.53356764641196,-0.0637679333421913,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,"1"
-1.25197559916528,-1.23260570630295,0.248382789311891,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"0"
0.347847181805324,-0.55406753755356,-0.0637679333421913,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,"1"
-1.57194015535941,0.94530813967419,-0.0637679333421913,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,"0"
-0.29208193058292,0.371961623926588,0.872684234620057,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,"1"
-1.25197559916528,0.69931657657575,1.18483495727414,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"1"
-1.57194015535941,0.733885510635168,-0.540975322496581,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"0"
-0.966830610678828,-0.738261858218844,-1.55658306397732,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"0"
1.30774085038769,0.0988530659105284,-0.375918655996274,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"1"
-0.612046486777041,0.0332162376497178,1.49698567992822,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,"1"
1.62770540658181,-0.710042287689289,0.248382789311891,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"1"
1.62770540658181,0.192202251847945,-0.0637679333421913,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"1"
-1.57194015535941,0.102038896005634,1.49698567992822,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,"1"
-1.57194015535941,-0.414371069958576,1.18483495727414,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,"1"
-0.612046486777041,1.4127243103387,0.560533511965974,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"1"
-0.612046486777041,0.726548877662683,1.18483495727414,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"1"
1.30774085038769,-1.21977510290622,0.872684234620057,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"1"
1.62770540658181,1.33220572779801,0.872684234620057,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"1"
0.027882625611202,-1.32914072233547,0.872684234620057,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"1"
-0.932011042971162,-0.146979549510447,-0.375918655996274,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,"1"
-0.93317659064609,0.799699559604657,-0.997945933481953,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"0"
-1.57194015535941,0.448883526094354,-0.263789843426242,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"0"
-0.612046486777041,0.00393278567963534,-1.00022010130444,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"0"
-1.57194015535941,1.32912454004604,0.121417991336686,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"0"
-0.648823204969086,0.402133797972338,-1.20473503488511,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,"0"
1.62770540658181,-0.227236283002222,-0.0637679333421913,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1"
0.027882625611202,0.521477430855801,-0.375918655996274,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"1"
-1.25197559916528,1.49101058267695,-1.30769040743405,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"0"
0.347847181805324,0.364673492065181,-1.31237082395852,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,"1"
-0.932011042971162,1.7204405843194,0.872684234620057,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,"1"
-1.32522315686366,0.313358433873706,-0.0374523461813555,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"0"
1.30774085038769,1.25993539029807,1.18483495727414,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,"1"
0.347847181805324,-0.154791379469679,-0.375918655996274,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"1"
0.347847181805324,-1.0127397882325,-1.31237082395852,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"1"
-1.25197559916528,-1.34303797337934,-0.104772988365753,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
-1.57194015535941,0.658885474800904,-0.335929771018138,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"0"
1.30774085038769,0.592002108029651,-1.6245215466126,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"1"
-1.25197559916528,1.12174003971291,-1.31237082395852,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"0"
-1.25197559916528,-1.19001159434647,0.872684234620057,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,"1"
-0.777196912190137,-0.510102631692853,-1.6245215466126,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,"0"
-0.932011042971162,-1.62677580793303,-0.688069378650357,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"1"
-1.57194015535941,1.51576191108589,1.18483495727414,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"0"
-0.29208193058292,0.573847240638363,-1.6245215466126,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,"1"
1.30774085038769,1.4721640444419,0.872684234620057,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,"1"
-1.57194015535941,0.786730517404476,-0.375918655996274,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"0"
0.027882625611202,-1.12494210569163,0.872684234620057,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,"1"
-1.53525183194155,-0.686042045015108,0.14100570851203,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"0"
-1.43352898405295,-1.54138034652426,-0.949366340976394,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,"0"
0.027882625611202,0.953091946480414,-1.6245215466126,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,"1"
-0.612046486777041,-1.64706910922377,-0.375918655996274,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,"1"
1.30774085038769,-0.589111668599724,-1.00022010130444,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,"1"
0.987776294193566,0.410671641657531,-1.31237082395852,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"1"
-1.57194015535941,-1.10831469108567,0.248382789311891,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,"0"
-1.57194015535941,-0.639114020242106,0.168595909661029,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"0"
-0.878616315898583,-1.27951769330339,-1.00022010130444,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"0"
-0.766864214225455,0.616713484367364,-0.224881722163622,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"0"
-1.12261965704697,1.69316637287036,-0.628312554196254,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"0"
-1.25197559916528,-0.741245966018065,-0.688069378650357,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
1.62770540658181,1.59610592759397,0.560533511965974,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"1"
-1.25197559916528,-0.786240360922916,1.18483495727414,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"1"
-0.29208193058292,-1.174387934428,1.18483495727414,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"1"
-0.932011042971162,0.715507576100192,-0.0637679333421913,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"1"
-1.48991476473243,-1.57307984453788,0.400489004132049,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,"0"
-0.793782254340418,-1.19282684806308,-1.44722393636547,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"0"
-1.25197559916528,-1.31250658785246,-0.688069378650357,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,"0"
-1.25197559916528,0.293319626236441,-1.00022010130444,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,"0"
1.62770540658181,-1.15322180297422,-1.31237082395852,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"1"
-1.57194015535941,-0.760710078653918,-0.0637679333421913,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"0"
0.987776294193566,0.153361309592545,1.49698567992822,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"1"
-1.25197559916528,0.04430118072036,0.872684234620057,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"1"
0.987776294193566,-0.159548303858261,-1.31237082395852,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"1"
0.667811737999445,-0.0143530062361091,0.248382789311891,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,"1"
-1.21044318578663,-1.38504299777239,-0.165063315898939,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
-0.932011042971162,1.46190829002615,0.872684234620057,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"1"
0.027882625611202,1.17893675116771,-0.375918655996274,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,"1"
0.987776294193566,-1.65872139190039,-0.375918655996274,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,"1"
-1.25197559916528,-1.03848827804226,-0.688069378650357,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
1.62770540658181,-1.04372525902051,-1.6245215466126,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,"1"
-0.720766378148319,-0.303167305686902,-1.15327354895678,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
-1.25197559916528,-1.35909900747988,-0.33693012394986,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
-0.495817301753439,1.62464871771587,-1.52514156512726,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"0"
-1.57194015535941,1.58461015239574,-0.336453195876462,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"0"
-1.25197559916528,0.79839370044124,-1.58886954135395,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"0"
1.30774085038769,-0.151649190882725,0.872684234620057,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"1"
-1.25197559916528,-1.44867481316417,1.18483495727414,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,"1"
-1.25197559916528,-0.624897705284474,0.560533511965974,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"1"
-0.874508970685729,1.64460092253515,-1.36846864189032,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,"0"
-1.25265753174221,0.835802656445836,-0.999554822158458,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"0"
0.667811737999445,0.380820850081471,-0.375918655996274,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"1"
-0.612046486777041,-1.5504031686668,-1.6245215466126,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0"
-1.48679058496578,0.805954969253583,-0.604999240356882,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,"0"
-1.16959029744747,-0.758193175556558,-0.839473350019358,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"0"
-1.47602593327458,0.703082828479922,-0.813076287047599,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"0"
-0.29208193058292,1.19634971292041,0.872684234620057,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,"1"
-1.39071751793078,0.30237991071782,0.113029077887715,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"0"
-1.51577199343202,1.4768093208989,1.02044550853955,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"0"
-1.15831200605826,-1.05154187342108,-0.558671137224211,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,"0"
-1.25218706941078,0.196005534982267,-0.687450460817037,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,"0"
-1.57194015535941,1.49354838343645,1.18483495727414,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,"1"
1.62770540658181,-1.57274762084069,-0.375918655996274,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"1"
0.027882625611202,-0.0449893449589077,0.560533511965974,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"1"
0.027882625611202,-1.37588077756641,0.248382789311891,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"1"
-0.29208193058292,-0.613638196181224,-0.0637679333421913,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"1"
-0.612046486777041,-0.189049963369105,-0.0637679333421913,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"1"
0.347847181805324,-0.675696420773559,-1.6245215466126,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,"1"
1.62770540658181,-1.34428432566426,-0.0637679333421913,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"1"
-0.29208193058292,1.47705189335494,-1.00022010130444,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"1"
-1.40472971294198,-0.270709692182421,-0.375918655996274,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
1.62770540658181,0.936900946955972,1.49698567992822,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"1"
-0.932011042971162,-1.39909805990334,-0.688069378650357,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,"0"
-1.57194015535941,-1.60198743130262,0.560533511965974,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"0"
-1.57194015535941,0.0779051419975037,-1.6245215466126,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
0.667811737999445,-0.904334281982593,0.560533511965974,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"1"
